Sample,X(ms) [09.03.2026 23:32:18 281 UTC],"SP X_2[%QD48]","SP Y_2[%QD52]","SP Z_2[%QD56]","SP X_1[%QD36]","SP Y_1[%QD40]","SP Z_1[%QD44]","Box Weight[%ID32]"
1816,1773099255113.352600,7,5.69999980926514,5.09999990463257,4.19999980926514,6.40000009536743,1,0
1817,1773099255177.666200,7,5.69999980926514,5.09999990463257,4.19999980926514,6.40000009536743,1,0
1818,1773099255242.594900,7,5.69999980926514,5.09999990463257,4.19999980926514,6.40000009536743,1,0
1819,1773099255306.645500,7,5.69999980926514,5.09999990463257,4.19999980926514,6.40000009536743,1,0
1820,1773099255370.383900,7,5.69999980926514,5.09999990463257,4.19999980926514,6.40000009536743,1,0
1821,1773099255437.461500,7,5.69999980926514,5.09999990463257,4.19999980926514,6.40000009536743,1,0
1822,1773099255500.003200,7,5.69999980926514,5.09999990463257,4.19999980926514,6.40000009536743,1,0.0603927597403526
1823,1773099255564.603000,7,5.69999980926514,5.09999990463257,4.19999980926514,6.40000009536743,1,0
1824,1773099255629.020300,7,5.69999980926514,5.09999990463257,4.19999980926514,6.40000009536743,1,0
1825,1773099255693.314000,7,5.69999980926514,5.09999990463257,4.19999980926514,6.40000009536743,1,0
1826,1773099255757.788300,7,5.69999980926514,5.09999990463257,4.19999980926514,6.40000009536743,1,0
1827,1773099255821.814700,7,5.69999980926514,5.09999990463257,4.19999980926514,6.40000009536743,1,0
1828,1773099255888.128800,7,5.69999980926514,5.09999990463257,4.19999980926514,6.40000009536743,1,0
1829,1773099255950.926200,7,5.69999980926514,5.09999990463257,4.19999980926514,6.40000009536743,1,0
1830,1773099256015.254200,7,5.69999980926514,1,4.19999980926514,6.40000009536743,1,0
1831,1773099256079.663400,7,5.69999980926514,1,4.19999980926514,6.40000009536743,1,0
1832,1773099256144.383000,7,5.69999980926514,1,4.19999980926514,6.40000009536743,1,0
1833,1773099256208.853300,7,5.69999980926514,1,4.19999980926514,6.40000009536743,1,0
1834,1773099256272.587600,7,5.69999980926514,1,4.19999980926514,6.40000009536743,1,0
1835,1773099256337.539800,7,5.69999980926514,1,4.19999980926514,6.40000009536743,1,0
1836,1773099256405.242800,7,5.69999980926514,1,4.19999980926514,6.40000009536743,1,0
1837,1773099256466.076300,7,5.69999980926514,1,4.19999980926514,6.40000009536743,1,0
1838,1773099256530.720000,7,5.69999980926514,1,4.19999980926514,6.40000009536743,1,0
1839,1773099256595.516200,7,5.69999980926514,1,4.19999980926514,6.40000009536743,1,0
1840,1773099256660.351800,7,5.69999980926514,1,4.19999980926514,6.40000009536743,1,0
1841,1773099256723.555500,7,5.69999980926514,1,4.19999980926514,6.40000009536743,1,0.027746582403779
1842,1773099256787.610500,7,5.69999980926514,1,4.19999980926514,6.40000009536743,1,0
1843,1773099256852.352400,7,5.69999980926514,1,4.19999980926514,6.40000009536743,1,0
1844,1773099256919.032100,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0.0535919182002544
1845,1773099256981.440500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1846,1773099257046.453500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1847,1773099257110.694600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1848,1773099257174.423000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1849,1773099257238.871300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1850,1773099257303.068100,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1851,1773099257369.982800,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1852,1773099257432.587200,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1853,1773099257498.531700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1854,1773099257561.901500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1855,1773099257627.335300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1856,1773099257689.771400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1857,1773099257754.257700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1858,1773099257818.629800,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1859,1773099257885.660100,2.5,7.5,10,4.19999980926514,6.40000009536743,1,0.0362716689705849
1860,1773099257948.160700,2.5,7.5,10,4.19999980926514,6.40000009536743,1,0.0293411258608103
1861,1773099258012.593700,2.5,7.5,10,4.19999980926514,6.40000009536743,1,0
1862,1773099258076.896600,2.5,7.5,10,4.19999980926514,6.40000009536743,1,0
1863,1773099258140.819200,2.5,7.5,10,4.19999980926514,6.40000009536743,1,0
1864,1773099258205.140800,2.5,7.5,10,4.19999980926514,6.40000009536743,1,0
1865,1773099258269.660900,2.5,7.5,10,4.19999980926514,6.40000009536743,1,0
1866,1773099258336.632600,2.5,7.5,10,4.19999980926514,6.40000009536743,1,0
1867,1773099258402.105800,2.5,7.5,10,4.19999980926514,6.40000009536743,1,0
1868,1773099258463.638700,2.5,7.5,10,4.19999980926514,6.40000009536743,1,0
1869,1773099258529.047500,2.5,7.5,10,4.19999980926514,6.40000009536743,1,0
1870,1773099258592.174100,2.5,7.5,10,4.19999980926514,6.40000009536743,1,0
1871,1773099258656.158800,2.5,7.5,10,4.19999980926514,6.40000009536743,1,0
1872,1773099258722.370700,2.5,7.5,10,4.19999980926514,6.40000009536743,1,0
1873,1773099258785.940100,2.5,7.5,10,4.19999980926514,6.40000009536743,1,0
1874,1773099258852.591900,2.5,7.5,10,4.19999980926514,6.40000009536743,1,0
1875,1773099258914.434800,2.5,7.5,10,4.19999980926514,6.40000009536743,1,0
1876,1773099258979.111300,2.5,7.5,10,4.19999980926514,6.40000009536743,1,0.0837066620588303
1877,1773099259043.778700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1878,1773099259107.415000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0.0441223159432411
1879,1773099259171.671000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1880,1773099259236.322700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1881,1773099259301.385900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1882,1773099259368.620200,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1883,1773099259430.994300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1884,1773099259494.751500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1885,1773099259559.042400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1886,1773099259623.128200,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1887,1773099259687.422500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1888,1773099259752.190000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1889,1773099259816.975200,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1890,1773099259885.098600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1891,1773099259945.783100,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1892,1773099260010.105600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1893,1773099260073.881100,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1894,1773099260138.556200,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1895,1773099260202.727900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1896,1773099260267.782500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1897,1773099260335.329700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1898,1773099260397.739900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1899,1773099260461.076400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1900,1773099260525.327400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1901,1773099260589.853700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1902,1773099260654.748200,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1903,1773099260718.676300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1904,1773099260785.393500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1905,1773099260850.939700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1906,1773099260912.863900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1907,1773099260976.982800,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1908,1773099261041.888700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1909,1773099261105.881000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1910,1773099261170.004200,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1911,1773099261235.220900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1912,1773099261301.981500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1913,1773099261364.210000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1914,1773099261428.091700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1915,1773099261492.364600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1916,1773099261556.925400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1917,1773099261621.583900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0.0150314327329397
1918,1773099261685.898600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0.00263214111328125
1919,1773099261751.106700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0.015264892950654
1920,1773099261815.375600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1921,1773099261882.541900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1922,1773099261944.418500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1923,1773099262008.319400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1924,1773099262072.872200,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1925,1773099262137.523900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1926,1773099262202.166400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1927,1773099262266.947600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1928,1773099262333.324900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1929,1773099262396.037800,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1930,1773099262459.404500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1931,1773099262523.792000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1932,1773099262588.433100,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1933,1773099262653.000600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1934,1773099262717.440400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1935,1773099262782.092300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,6.65792083740234
1936,1773099262851.519700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,4.9359712600708
1937,1773099262912.151400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,4.71378946304321
1938,1773099262975.608600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1939,1773099263040.212300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1940,1773099263104.835900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1941,1773099263169.560400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1942,1773099263234.835300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1943,1773099263300.933900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1944,1773099263363.884700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1945,1773099263427.680800,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1946,1773099263491.556500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1947,1773099263556.110800,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1948,1773099263620.526000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1949,1773099263689.258800,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1950,1773099263752.309200,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1951,1773099263815.135000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1952,1773099263879.089500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1953,1773099263943.087500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1954,1773099264007.509500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1955,1773099264072.123000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,4.99931478500366
1956,1773099264137.029800,2.5,7.5,1,4.19999980926514,6.40000009536743,1,4.99941396713257
1957,1773099264203.241600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,4.99905395507813
1958,1773099264266.106900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,5.00109386444092
1959,1773099264330.779500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1960,1773099264395.300900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1961,1773099264459.028800,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1962,1773099264523.124000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1963,1773099264588.740100,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1964,1773099264655.929300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1965,1773099264716.761700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1966,1773099264782.075700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1967,1773099264846.204000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1968,1773099264911.700200,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1969,1773099264974.615500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1970,1773099265039.277800,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1971,1773099265106.402700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1972,1773099265167.802700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1973,1773099265232.812600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1974,1773099265297.672600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1975,1773099265360.924200,2.5,7.5,1,4.19999980926514,6.40000009536743,1,5.00092792510986
1976,1773099265425.390600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,5.00084972381592
1977,1773099265491.075500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,5.00056457519531
1978,1773099265556.052900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1979,1773099265620.477800,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1980,1773099265683.592700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1981,1773099265747.481300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1982,1773099265811.305000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1983,1773099265876.134400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1984,1773099265940.640100,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1985,1773099266005.112200,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1986,1773099266071.112000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1987,1773099266136.424200,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1988,1773099266198.864200,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1989,1773099266263.430900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1990,1773099266327.098900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1991,1773099266391.479500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1992,1773099266455.961300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,5.58946371078491
1993,1773099266520.886300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,5.5817551612854
1994,1773099266588.364000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,5.21028900146484
1995,1773099266649.426400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1996,1773099266713.679600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1997,1773099266778.395300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1998,1773099266842.325000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
1999,1773099266906.662900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2000,1773099266974.339600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2001,1773099267035.333000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2002,1773099267102.188700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2003,1773099267164.700500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2004,1773099267229.223000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2005,1773099267293.587700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2006,1773099267357.573200,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2007,1773099267421.965500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2008,1773099267486.236300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,3.00374913215637
2009,1773099267553.904400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,2.41663670539856
2010,1773099267617.499600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0.0247070305049419
2011,1773099267681.120000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2012,1773099267745.547900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2013,1773099267809.050700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2014,1773099267873.291400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2015,1773099267937.588400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2016,1773099268003.398900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2017,1773099268069.552700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2018,1773099268131.058900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2019,1773099268196.051600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2020,1773099268260.460400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2021,1773099268325.005200,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2022,1773099268389.419200,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2023,1773099268454.633800,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2024,1773099268518.078300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2025,1773099268582.762700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2026,1773099268647.057500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2027,1773099268711.934100,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0.00810699444264174
2028,1773099268776.346500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2029,1773099268841.901000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2030,1773099268904.810500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2031,1773099268969.107600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2032,1773099269034.397000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2033,1773099269098.223300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2034,1773099269162.322400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2035,1773099269229.572400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2036,1773099269291.983700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2037,1773099269356.131900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2038,1773099269420.896600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2039,1773099269484.854900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2040,1773099269549.901300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2041,1773099269613.743700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2042,1773099269680.245100,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2043,1773099269742.956400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2044,1773099269807.892500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2045,1773099269872.041800,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2046,1773099269935.851400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0.0101165771484375
2047,1773099270001.029400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0.0397094711661339
2048,1773099270065.680200,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2049,1773099270131.505100,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2050,1773099270194.889000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2051,1773099270259.395400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2052,1773099270322.425900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2053,1773099270387.674900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2054,1773099270450.996100,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2055,1773099270515.332400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2056,1773099270579.599900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2057,1773099270644.546700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2058,1773099270711.531900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2059,1773099270773.541400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2060,1773099270839.197600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2061,1773099270902.169600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2062,1773099270966.875000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2063,1773099271030.766700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2064,1773099271097.127100,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2065,1773099271160.253300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2066,1773099271224.747700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2067,1773099271289.765800,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2068,1773099271355.893900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2069,1773099271418.106100,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2070,1773099271481.640700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2071,1773099271546.290900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2072,1773099271611.021400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2073,1773099271676.089100,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2074,1773099271742.115100,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2075,1773099271804.584700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2076,1773099271869.393900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2077,1773099271933.618800,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2078,1773099271997.601900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2079,1773099272062.212600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2080,1773099272129.147600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2081,1773099272191.415700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2082,1773099272257.256800,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2083,1773099272320.128100,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2084,1773099272384.564900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2085,1773099272448.818000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2086,1773099272513.110000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2087,1773099272577.814200,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2088,1773099272647.336400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2089,1773099272708.173800,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2090,1773099272772.608500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2091,1773099272836.557700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2092,1773099272900.954400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2093,1773099272964.944600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2094,1773099273029.291400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2095,1773099273096.049200,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2096,1773099273159.619300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2097,1773099273222.773900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2098,1773099273287.581800,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2099,1773099273351.823500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0.0674102753400803
2100,1773099273415.700500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2101,1773099273479.765500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2102,1773099273544.542600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2103,1773099273612.153100,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2104,1773099273673.734700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2105,1773099273740.309400,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2106,1773099273803.290600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2107,1773099273867.557900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2108,1773099273931.900200,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2109,1773099273996.226700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2110,1773099274063.126900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2111,1773099274125.625900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2112,1773099274189.644100,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2113,1773099274253.991100,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2114,1773099274318.645700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2115,1773099274382.782700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2116,1773099274446.621500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2117,1773099274511.771800,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2118,1773099274580.085000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0.0253158565610647
2119,1773099274640.367800,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2120,1773099274705.196200,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2121,1773099274769.808000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2122,1773099274834.136300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2123,1773099274897.869000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2124,1773099274962.251600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2125,1773099275027.794500,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2126,1773099275094.023600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2127,1773099275156.811900,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2128,1773099275224.203300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2129,1773099275286.857300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2130,1773099275350.033300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2131,1773099275415.661700,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2132,1773099275481.543600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2133,1773099275545.834300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2134,1773099275608.365800,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2135,1773099275672.825600,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
2136,1773099275737.189300,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0.0409591682255268
2137,1773099275801.664000,2.5,7.5,1,4.19999980926514,6.40000009536743,1,0
